Manual,Gender,Speaker,Citation,Text,Partial 
GD_BM_2003_T.xml,men,Ezra Taft Benson,"Ensign, Nov. 1985, 6","""The Lord works from the inside out. The world works from the outside in. . . . The world would mold men by changing their environment. Christ changes men, who then change their environment. The world would shape human behavior, but Christ can change human nature""",True
GD_BM_2003_T.xml,men,Gene R. Cook,"Ensign, May 1982, 25","""Last summer on a lonely stretch of desert highway, we saw ahead what appeared to be the road covered with water. My children would have wagered their entire savings on that fact. But within a few minutes we were at the distant spot and saw not one drop of water. What an illusion! ¶ How many things there are in this life that appear to be one way and all of a sudden are the reverse. . . . Satan operates that way. He is the master of illusion. He creates illusions in an attempt to detour, dilute, and divert the power and the attention of the Latter-day Saints from the pure truth of God""",False
GD_BM_2003_T.xml,men,George A. Smith,"Deseret News, 11 Nov. 1857, 7:287","""A man, traveling through the country, came to a large city, very rich and splendid; he looked at it and said to his guide, «This must be a very righteous people, for I can only see but one little devil in this great city.» ¶ The guide replied, «You do not understand, sir; this city is so perfectly given up to wickedness, corruption, degradation and abomination of every kind that it only requires one devil to keep them all in subjection.» ¶ Traveling on a little further he came to a rugged path and saw an old man trying to get up the hill side, surrounded by seven great, big, coarse looking devils. ¶ «Why,» says the traveller, «this must be a tremendously wicked old man, only see how many devils there are around him!» ¶ «This,» replied the guide, «is the only righteous man in the country and there are seven of the biggest devils trying to turn him out of his path and they all cannot do it»""",False
GD_BM_2003_T.xml,men,George Reynolds,"""The Jaredites,"" Juvenile Instructor, 1 May 1892, 282","""While residing in Kirtland Elder Reynolds Cahoon had a son born to him. One day when President Joseph Smith was passing his door, he called the Prophet in and asked him to bless and name the baby. Joseph did so and gave the boy the name of Mahonri Moriancumer. When he had finished the blessing he laid the child on the bed, and turning to Elder Cahoon he said, «The name I have given your son is the name of the brother of Jared; the Lord has just shown [or revealed] it to me.» Elder William F. Cahoon . . . heard the Prophet make this statement to his father; and this was the first time the name of the brother of Jared was known in the Church in this dispensation""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, May 1997, 47","""With the ever increasing number of converts, we must make an increasingly substantial effort to assist them as they find their way. Every one of them needs three things: a friend, a responsibility, and nurturing with «the good word of God» (Moroni 6:4). It is our duty and opportunity to provide these things""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Church News, 1 Nov. 1997, 2","""Treat your children as sons and daughters of God. Be kind. Love them. Respect them. Counsel with them. Teach them. Pray for them. Guide them and God will bless both them and you""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, Nov. 1993, 60","""The health of any society, the happiness of its people, their prosperity, and their peace all find their roots in the teaching of children by fathers and mothers""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Teachings of Gordon B. Hinckley [1997], 360–61","""You don't know how much good you can do; you can't foresee the results of the effort you put in. Years ago, President Charles A. Callis, then a member of the Quorum of the Twelve, but who previously was president of the Southern States Mission for twenty-five years, told me this story. He said that he had a missionary in the southern [United States] who came in to get his release at the conclusion of his mission. His mission president said to him, «Have you had a good mission?» ¶ He said, «No.» ¶ «How is that?» ¶ «Well, I haven't had any results from my work. I have wasted my time and my father's money. It's been a waste of time.» ¶ Brother Callis said, «Haven't you baptized anyone?» ¶ He said, «I baptized only one person during the two years that I have been here. That was a twelve-year-old boy up in the back hollows of Tennessee.» ¶ He went home with a sense of failure. Brother Callis said, 'I decided to follow that boy who had been baptized. I wanted to know what became of him. . . . ¶  . . . «I followed him through the years. He became the Sunday School Superintendent, and he eventually became the branch president. He married. He moved off the little tenant farm on which he and his parents before him had lived and got a piece of ground of his own and made it fruitful. He became the district president. He sold that piece of ground in Tennessee and moved to Idaho and bought a farm along the Snake River and prospered there. His children grew. They went on missions. They came home. They had children of their own who went on missions.» ¶ Brother Callis continued, «I've just spent a week up in Idaho looking up every member of that family that I could find and talking to them about their missionary service. I discovered that, as the result of the baptism of that one little boy in the back hollows of Tennessee by a missionary who thought he had failed, more than 1,100 people have come into the Church.» ¶ You never can foretell the consequences of your work, my beloved brethren and sisters, when you serve as missionaries""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, Nov. 1997, 51","""You live in a world of terrible temptations. Pornography, with its sleazy filth, sweeps over the earth like a horrible, engulfing tide. It is poison. Do not watch it or read it. It will destroy you if you do. . . . Stay away from it. Shun it as you would a foul disease, for it is just as deadly. Be virtuous in thought and in deed. God has planted in you, for a purpose, a divine urge which may be easily subverted to evil and destructive ends. When you are young, do not get involved in steady dating. When you reach an age where you think of marriage, then is the time to become so involved. But you boys who are in high school don't need this, and neither do the girls""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Teachings of Gordon B. Hinckley [1997], 494","""Seek for the real things, not the artificial. Seek for the everlasting truths, not the passing whim. Seek for the eternal things of God, not for that which is here today and gone tomorrow. Look to God and live""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, Nov. 1979, 8","""No other written testament so clearly illustrates the fact that when men and nations walk in the fear of God and in obedience to his commandments, they prosper and grow, but when they disregard him and his word, there comes a decay that, unless arrested by righteousness, leads to impotence and death""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"""With All Thy Getting Get Understanding,"" Ensign, Aug. 1988, 3–4","""Meekness implies a spirit of gratitude as opposed to an attitude of self-sufficiency, an acknowledgment of a greater power beyond oneself, a recognition of God, and an acceptance of his commandments""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"""And the Greatest of These Is Love,"" Ensign, Mar. 1984, 5","""If the world is to be improved, the process of love must make a change in [our] hearts. . . . It can do so when we look beyond self to give our love to God and others, and do so with all our heart, with all our soul, and with all our mind""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, Nov. 1982, 77","""Let us reach out with love and kindness to those who would revile against us. . . . In the spirit of the Christ who advised us to turn the other cheek, let us try to overcome evil with good""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Church News, 8 Apr. 1989, 6","""Any convert whose faith grows cold is a tragedy. Any member who falls into inactivity is a matter for serious concern. The Lord left the ninety and nine to find the lost sheep. His concern for the dropout was so serious that He made it the theme of one of His great lessons. We must constantly keep Church officers and the membership aware of the tremendous obligation to fellowship in a very real and warm and wonderful way those who come into the Church as converts, and to reach out with love to those who for one reason or another step into the shadows of inactivity""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Ensign, May 1997, 47","""With the ever increasing number of converts, we must make an increasingly substantial effort to assist them as they find their way. Every one of them needs three things: a friend, a responsibility, and nurturing with «the good word of God» (Moroni 6:4)""",False
GD_BM_2003_T.xml,men,Gordon B. Hinckley,"Church News, 4 May 1996, 2","""I would like to urge every man and woman. . . and every boy and girl who is old enough to read to again read the Book of Mormon during this coming year. . . . There is nothing we could do of greater importance than to have fortified in our individual lives an unshakable conviction that Jesus is the Christ, the Living Son of the Living God. . . . That is the purpose of the coming forth of this remarkable and wonderful book""",False
GD_BM_2003_T.xml,men,Harold B. Lee,"Stand Ye in Holy Places [1974], 185","""If the time comes when you have done all that you can to repent of your sins. . . and have made amends and restitution to the best of your ability . . ., then you will want that confirming answer as to whether or not the Lord has accepted of you. In your soul-searching, if you seek for and you find that peace of conscience, by that token you may know that the Lord has accepted of your repentance""",False
GD_BM_2003_T.xml,men,Harold B. Lee,"Improvement Era, Dec. 1970, 126","""The power of Satan will increase; we see it in evidence on every hand. . . . ¶ Now the only safety we have as members of this church is to do exactly what the Lord said to the Church in that day when the Church was organized. We must learn to give heed to the words and commandments that the Lord shall give through his prophet, «as he receiveth them, walking in all holiness before me; . . . as if from mine own mouth, in all patience and faith.» (D&C 21:4–5.) There will be some things that take patience and faith. You may not like what comes from the authority of the Church. It may contradict your political views. It may contradict your social views. It may interfere with some of your social life. But if you listen to these things, as if from the mouth of the Lord himself, with patience and faith, the promise is that «the gates of hell shall not prevail against you; yea, and the Lord God will disperse the powers of darkness from before you, and cause the heavens to shake for your good, and his name's glory.» (D&C 21:6.)""",False
GD_BM_2003_T.xml,men,Harold B. Lee,"Stand Ye in Holy Places [1974], 342","""In His Sermon on the Mount the Master has given us somewhat of a revelation of His own character, which was perfect, or what might be said to be «an autobiography, every syllable of which He had written down in deeds,» and in so doing has given us a blueprint for our own lives""",False
GD_BM_2003_T.xml,men,Heber J. Grant,"Conference Report, Oct. 1899, 18","""No obstacles are insurmountable when God commands and we obey""",False
GD_BM_2003_T.xml,men,Henry B. Eyring,"Ensign, Nov. 1997, 84","""We treasure the word of God not only by reading the words of the scriptures but by studying them. We may be nourished more by pondering a few words, allowing the Holy Ghost to make them treasures to us, than by passing quickly and superficially over whole chapters of scripture""",False
GD_BM_2003_T.xml,men,Howard W. Hunter,"Ensign, May 1992, 63","""We need a more peaceful world, growing out of more peaceful families and neighborhoods and communities. To secure and cultivate such peace, «we must love others, even our enemies as well as our friends.» . . . We need to extend the hand of friendship. We need to be kinder, more gentle, more forgiving, and slower to anger. We need to love one another with the pure love of Christ. May this be our course and our desire""",False
GD_BM_2003_T.xml,men,Howard W. Hunter,"Ensign, Nov. 1991, 19","""The restored gospel is a message of divine love for all people everywhere, based upon the conviction that all humans are children of the same God. . . . ¶  . . . The validity, the power of our faith is not bound by history, nationality, or culture. It is not the peculiar property of any one people or any one age""",False
GD_BM_2003_T.xml,men,J. Reuben Clark Jr.,"Behold the Lamb of God [1962], 107","""Under the new covenant that came in with Christ, the sinner must offer the sacrifice out of his own life, not by offering the blood of some other creature; he must give up his sins, he must repent, he himself must make the sacrifice""",False
GD_BM_2003_T.xml,men,James E. Faust,"Ensign, May 1989, 32","""Thomas R. Rowan . . . said: «Author and commentator Malcolm Muggeridge once told a story about some frogs who were killed without resistance by being boiled alive in [a] cauldron of water. Why didn't they resist? Because when they were put in the cauldron, the water was tepid. Then the temperature was raised ever so slightly, . . . then a bit warmer still, and on and on and on. The change was so gradual, almost imperceptible, that the frogs accommodated themselves to their new environment until it was too late. The point that Mr. Muggeridge was making was not about frogs but about us and how we tend to accept evil as long as it is not a shock that is thrust on us abruptly. We are inclined to accept something morally wrong if it is only a shade more wrong than something we are already accepting»"" ""This gradual process was foretold by ancient prophets""",True
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant [1997], 160, 162","""The images of Christ and the tree [are] inextricably linked. . . . At the very outset of the Book of Mormon, . . . Christ is portrayed as the source of eternal life and joy, the living evidence of divine love, and the means whereby God will fulfill his covenant with the house of Israel and indeed the entire family of man, returning them all to their eternal promises""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"""Alma, Son of Alma,"" Ensign, Mar. 1977, 80–81","""Perhaps no anguish of the human spirit matches the anguish of a mother or father who fears for the soul of a child. . . . [But] parents can never give up hoping or caring or believing. Surely they can never give up praying. At times prayer may be the only course of action remaining — but it is the most powerful of them all""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant [1997], 169","""In this brilliant discourse, Alma moves the reader from a general commentary on faith in the seedlike word of God to a focused discourse on faith in Christ as the Word of God""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"Ensign, Nov. 1997, 65","""«Come,» [Christ] says lovingly. «Come, follow me.» Wherever you are going, first come and see what I do, see where and how I spend my time. Learn of me, walk with me, talk with me, believe. Listen to me pray. In turn you will find answers to your own prayers. God will bring rest to your souls. Come, follow me""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant [1997], 290","""The imagery of Jehovah as bridegroom and Israel as bride is among the most commonly used metaphors in scripture, being used by the Lord and his prophets to describe the relationship between Deity and the children of the covenant. . . . Christ has, on occasion, been rightfully angry with backsliding Israel, but that has always been brief and temporary'a small moment.' Compassion and mercy always return and prevail in a most reassuring way. The mountains and the hills may disappear. The water of the great seas may dry up. . . . But the Lord's kindness and peace will never be taken from his covenant people. He has sworn with a heavenly oath that he will not be wroth with them forever""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"Christ and the New Covenant [1997], 29","""The brother of Jared may not have had great belief in himself, but his belief in God was unprecedented. In that there is hope for us all. His faith was without doubt or limit. . . . Once and for all it was declared that ordinary people with ordinary challenges could rend the veil of unbelief and enter the realms of eternity""",False
GD_BM_2003_T.xml,men,Jeffrey R. Holland,"""Come unto Me,"" Ensign, Apr. 1998, 19","""The Savior said, «Peace I leave with you, my peace I give unto you. . Let not your heart be troubled, neither let it be afraid» [John 14:27]. ¶ I submit to you, that may be one of the Savior's commandments that is, even in the hearts of otherwise faithful Latter-day Saints, almost universally disobeyed; and yet I wonder whether our resistance to this invitation could be any more grievous to the Lord's merciful heart. I can tell you this as a parent: as concerned as I would be if somewhere in their lives one of my children were seriously troubled or unhappy or disobedient, nevertheless I would be infinitely more devastated if I felt that at such a time that child could not trust me to help or thought his or her interest was unimportant to me or unsafe in my care. In that same spirit, I am convinced that none of us can appreciate how deeply it wounds the loving heart of the Savior of the world when he finds that his people do not feel confident in his care or secure in his hands or trust in his commandments""",False
GD_BM_2003_T.xml,men,Joseph B. Wirthlin,"Ensign, Nov. 1989, 75","""The Lord has given you the gift of agency (see Moses 7:32) and instructed you sufficiently to know good from evil (see 2 Nephi 2:5). You are free to choose (see 2 Nephi 2:27) and are permitted to act (see 2 Nephi 10:23; Helaman 14:30), but you are not free to choose the consequences. With absolute certainty, choices of good and right lead to happiness and peace, while choices of sin and evil eventually lead to unhappiness, sorrow, and misery""",False
GD_BM_2003_T.xml,men,Joseph B. Wirthlin,"Ensign, May 1982, 23","""Pondering, which means to weigh mentally, to deliberate, to meditate, can achieve the opening of the spiritual eyes of one's understanding. Also, the Spirit of the Lord may rest upon the ponderer""",False
GD_BM_2003_T.xml,men,Joseph F. Smith,"Gospel Doctrine, 5th ed. [1939], 204","""Jesus came and suffered, «the just for the unjust,» he that was without sin for him that had sinned, and was subjected to the penalty of the law which the sinner had transgressed""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Answers to Gospel Questions, comp. Joseph Fielding Smith Jr., 5 vols. [1957–66], 4:142","""Today Latter-day Saints are going to all parts of the world as servants in the vineyard to gather this fruit and lay it in store for the time of the coming of the Master""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Doctrines of Salvation, comp. Bruce R. McConkie, 3 vols. [1954–56], 1:301","""There is not anything in this world of as great importance to us as obedience to the gospel of Jesus Christ. Let us search these scriptures. Let us know what the Lord has revealed. Let us put our lives in harmony with his truth. Then we will not be deceived""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Improvement Era, June 1966, 538","""Do you think it will ever be possible for any one of us, no matter how hard we labor, . . . to pay our Father and Jesus Christ for the blessings we have received from them? The great love, with its accompanying blessings, extended to us through the crucifixion, suffering, and resurrection of Jesus Christ is beyond our mortal comprehension. We never could repay""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Improvement Era, Dec. 1970, 26","""A covenant is a contract and an agreement between at least two parties. In the case of gospel covenants, the parties are the Lord in heaven and men on earth. Men agree to keep the commandments and the Lord promises to reward them accordingly""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Doctrines of Salvation, comp. Bruce R. McConkie, 3 vols. [1954–56], 2:336–37","""Alma was baptized and held the priesthood before the coming of Abinadi, but he became involved with other priests under the reign of the wicked King Noah, and when he baptized Helam, he felt he needed a cleansing himself so he buried himself in the water as a token of full repentance""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Doctrines of Salvation, comp. Bruce R. McConkie, 3 vols. [1954–56], 3:246","""Every person who embraces the gospel becomes of the house of Israel. In other words, they become members of the chosen lineage, or Abraham's children through Isaac and Jacob unto whom the promises were made. The great majority of those who become members of the Church are literal descendants of Abraham through Ephraim, son of Joseph. Those who are not literal descendants of Abraham and Israel must become such, and when they are baptized and confirmed they are grafted into the tree and are entitled to all the rights and privileges as heirs""",False
GD_BM_2003_T.xml,men,Joseph Fielding Smith,"Conference Report, Oct. 1961, 18","""No member of this Church can stand approved in the presence of God who has not seriously and carefully read the Book of Mormon""",False
GD_BM_2003_T.xml,men,Joseph Smith,"History of the Church, 4:461","""told the brethren that the Book of Mormon was the most correct of any book on earth, and the keystone of our religion, and a man would get nearer to God by abiding by its precepts, than by any other book""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Teachings of the Prophet Joseph Smith, sel. Joseph Fielding Smith [1976], 324","""I have constantly said no man shall have but one wife at a time, unless the Lord directs otherwise""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Teachings of the Prophet Joseph Smith, sel. Joseph Fielding Smith [1976], 256–57","""in obedience there is joy and peace unspotted, unalloyed; and as God has designed our happiness, . . . He never has — He never will institute an ordinance or give a commandment to His people that is not calculated in its nature to promote that happiness""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Teachings of the Prophet Joseph Smith, sel. Joseph Fielding Smith [1976], 365","""Every man who has a calling to minister to the inhabitants of the world was ordained to that very purpose in the Grand Council of heaven before this world was""",False
GD_BM_2003_T.xml,men,Joseph Smith,"""Recollections of the Prophet Joseph Smith,"" Juvenile Instructor, 15 Aug. 1892, 492","""Before you joined this Church you stood on neutral ground. When the gospel was preached good and evil were set before you. You could choose either or neither. There were two opposite masters inviting you to serve them. When you joined this Church you enlisted to serve God. When you did that you left the neutral ground, and you never can get back on to it. Should you forsake the Master you enlisted to serve it will be by the instigation of the evil one, and you will follow his dictation and be his servant""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Teachings of the Prophet Joseph Smith, sel. Joseph Fielding Smith [1976], 255–56","""Happiness is the object and design of our existence; and will be the end thereof, if we pursue the path that leads to it; and this path is virtue, uprightness, faithfulness, holiness, and keeping all the commandments of God""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Teachings of the Prophet Joseph Smith, sel. Joseph Fielding Smith [1976], 307–8","""What was the object of gathering . . . the people of God in any age of the world? . . . The main object was to build unto the Lord a house whereby He could reveal unto His people the ordinances of His house and the glories of His kingdom, and teach the people the way of salvation. . . . It is for the same purpose that God gathers together His people in the last days""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Lectures on Faith [1985], 46","""Where doubt is, there faith has no power""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Lectures on Faith, 42","""Those who know their weakness and liability to sin would be in constant doubt of salvation if it were not for the idea which they have of the excellency of God, that he is slow to anger and long-suffering, and of a forgiving disposition, and does forgive iniquity, transgression, and sin. An idea of these facts does away doubt, and makes faith exceedingly strong""",False
GD_BM_2003_T.xml,men,Joseph Smith,"Lectures on Faith [1985], 3","""We receive by faith all temporal blessings that we do receive, [and] we in like manner receive by faith all spiritual blessings that we do receive""",False
GD_BM_2003_T.xml,men,L. Tom Perry,"Ensign, Nov. 1991, 64","""This is one of the more interesting stories we have in the scriptures because it tells of an instance in which the Lord provided help but then stepped aside to allow one of His sons to exercise his own initiative. I have sometimes wondered what would have happened if Nephi had asked the Lord for tools instead of a place to find the ore to make the tools. I doubt the Lord would have honored Nephi's request. You see, the Lord knew that Nephi could make the tools, and it is seldom the Lord will do something for us that we can do for ourselves""",False
GD_BM_2003_T.xml,men,L. Tom Perry,"Ensign, May 1984, 79","""After conversion comes the desire to share — not so much out of a sense of duty, even though that responsibility falls on the priesthood, but out of a sincere love and appreciation for that which has been received. When such a «pearl of great price» comes into our lives, we cannot be content just to admire it by ourselves. It must be shared!""",False
GD_BM_2003_T.xml,men,LeGrand Richards,"Ensign, May 1981, 33","""The Prophet Joseph Smith brought us the Book of Mormon, the Doctrine and Covenants, the Pearl of Great Price, and many other writings. As far as our records show, he has given us more revealed truth than any prophet who has ever lived upon the face of the earth""",False
GD_BM_2003_T.xml,men,M. Russell Ballard,"Ensign, May 1983, 68","""Teachers would be well advised to study carefully the scriptures and their manuals before reaching out for supplemental materials. Far too many teachers seem to stray from the approved curriculum materials without fully reviewing them. If teachers feel a need to use some good supplemental resources beyond the scriptures and manuals in presenting a lesson, they should first consider the use of the Church magazines""",False
GD_BM_2003_T.xml,men,Marion G. Romney,"Ensign, Nov. 1975, 73","""I know of no better explanation of the baptismal covenant""",False
GD_BM_2003_T.xml,men,Marvin J. Ashton,"Ensign, Nov. 1990, 20","""Our freedom to choose our course of conduct does not provide personal freedom from the consequences of our performances. God's love for us is constant and will not diminish, but he cannot rescue us from the painful results that are caused by wrong choices""",False
GD_BM_2003_T.xml,men,Neal A. Maxwell,"Wherefore Ye Must Press Forward [1977], 28","""We need to feast upon the words of Christ in the scriptures and as these words come to us from living prophets. Just nibbling occasionally will not do. (See 2 Nephi 31:20 and 32:3.) Feasting means partaking with relish and delight and savoring — not gorging episodically in heedless hunger, but partaking gratefully, dining with delight, at a sumptuous spread carefully and lovingly prepared . . . over the centuries""",False
GD_BM_2003_T.xml,men,Neal A. Maxwell,"""Thanks Be to God,"" Ensign, July 1982, 51","""The Lord has described his plan of redemption as the Plan of Happiness. . . . ¶ Conversationally, we reference this great design almost too casually at times; we even sketch its rude outlines on chalkboards and paper as if it were the floor plan for an addition to one's house. However, when we really take time to ponder the Plan, it is breathtaking and overpowering!""",False
GD_BM_2003_T.xml,men,Neal A. Maxwell,"Ensign, May 1985, 72","""It is only by yielding to God that we can begin to realize His will for us. And if we truly trust God, why not yield to His loving omniscience? After all, He knows us and our possibilities much better than do we""",False
GD_BM_2003_T.xml,men,Neal A. Maxwell,"Ensign, May 1993, 77","""Only reform and self-restraint, institutional and individual, can finally rescue society! Only a sufficient number of sinresistant souls can change the marketplace. As Church members we should be part of that sin-resistant counterculture""",False
GD_BM_2003_T.xml,men,Richard G. Scott,"Ensign, May 1998, 87","""I testify that you will remove barriers to happiness and find greater peace as you make your first allegiance your membership in the Church of Jesus Christ, and His teachings the foundation of your life. Where family or national traditions or customs conflict with the teachings of God, set them aside. Where traditions and customs are in harmony with His teachings, they should be cherished and followed to preserve your culture and heritage. There is one heritage that you need never change. It is that heritage that comes from your being a daughter or son of Father in Heaven""",False
GD_BM_2003_T.xml,men,Robert D. Hales,"Ensign, Nov. 1997, 26","""What we must remember about the Savior is that He and He alone had the power to lay down His life and take it up again. He had the ability to die from His mortal mother, Mary, and the ability to overcome death from His immortal Father. Our Savior, Jesus Christ, went willingly and deliberately to His death, having told His followers that this would happen. Why? one might ask. The answer: to give immortality to all mankind and the promise of eternal life to those who believed in Him (see John 3:15), to give His own life for a ransom for others (see Matthew 20:28), to overcome Satan's power, and to make it possible for sins to be forgiven. Without Jesus' Atonement, there would be an impassable barrier between God and mortal men and women. When we comprehend the Atonement, we remember Him with awe and gratitude""",False
GD_BM_2003_T.xml,men,Russell M. Nelson,"Ensign, Nov. 1997, 16","""I don't know how to get anything done except getting on my knees and pleading for help and then getting on my feet and going to work""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"Ensign, Nov. 1976, 79","""The Lord gave to . . . every person, a conscience which tells him everytime he starts to go on the wrong path. He is always told if he is listening; but people can, of course, become so used to hearing the messages that they ignore them until finally they do not register anymore. ¶ You must realize that you have something like the compass, like the Liahona, in your own system. Every child is given it. . . . If he ignores the Liahona that he has in his own makeup, he eventually may not have it whispering to him. . . . Our ship will not get on the wrong course . . . if we listen to the dictates of our own Liahona, which we call the conscience""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"The Miracle of Forgiveness [1969], 47–48","""The possession of riches does not necessarily constitute sin. But sin may arise in the acquisition and use of wealth. . . . «For the love of money is the root of all evil: which while some coveted after, they have erred from the faith, and pierced themselves through with many sorrows. But thou, O man of God, flee these things; and follow after righteousness, godliness, faith, love, patience, meekness.» [1 Tim. 6:10–11.] ¶ Book of Mormon history eloquently reveals the corrosive effect of the passion for wealth. . . . Had the people used their wealth for good purposes they could have enjoyed a continuing prosperity. But they seemed unable for a sustained period to be simultaneously wealthy and righteous""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"""The Role of Righteous Women,"" Ensign, Nov. 1979, 102","""Before we came here, faithful women were given certain assignments while faithful men were foreordained to certain priesthood tasks. While we do not now remember the particulars, this does not alter the glorious reality of what we once agreed to. You are accountable for those things which long ago were expected of you just as are those we sustain as prophets and apostles!""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"The Teachings of Spencer W. Kimball, ed. Edward L. Kimball [1982], 326–27","""To be a righteous woman during the winding-up scenes on this earth, before the Second Coming of our Savior, is an especially noble calling. The righteous woman's strength and influence today can be tenfold what it might be in more tranquil times. She has been placed here to help to enrich, to protect, and to guard the home — which is society's basic and most noble institution. Other institutions in society may falter and even fail, but the righteous woman can help to save the home, which may be the last and only sanctuary some mortals know in the midst of storm and strife""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"Circles of Exaltation [address to religious educators, Brigham Young University, 28 June 1968], 8","""When you look in the dictionary for the most important word, do you know what it is? It could be «remember.» Because all of [us] have made covenants . . . our greatest need is to remember. That is why everyone goes to sacrament meeting every Sabbath day — to take the sacrament and listen to the priests pray that [we] «. . . may always remember him and keep his commandments which he has given [us].» . . . «Remember» is the word""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"Ensign, May 1975, 4","""The «gathering of Israel» is effected when the people of the faraway countries accept the gospel and remain in their native lands. The gathering of Israel for Mexicans is in Mexico; in Scandinavia, for those of the northern countries; the gathering place for the Germans is in Germany; and the Polynesians, in the islands; for the Brazilians, in Brazil; for the Argentines, in Argentina""",False
GD_BM_2003_T.xml,men,Spencer W. Kimball,"The Teachings of Spencer W. Kimball, ed. Edward L. Kimball [1982], 531–32","""I have had many people ask me through the years, «When do you think we will get the balance of the Book of Mormon records?» And I have said, «How many in the congregation would like to read the sealed portion of the plates?» And almost always there is a 100–percent response. And then I ask the same congregation, «How many of you have read the part that has been opened to us?» And there are many who have not read the Book of Mormon, the unsealed portion. We are quite often looking for the spectacular, the unobtainable. I have found many people who want to live the higher laws when they do not live the lower laws""",False
GD_BM_2003_T.xml,men,The First Presidency,"First Presidency letter, 15 May 1997","""Every member of the Church needs to be loved and nourished, especially during the first few months after baptism. When new members receive sincere friendship, opportunities to serve, and the spiritual nourishment that comes from studying the word of God, they experience enduring conversion and become «fellowcitizens with the saints, and of the household of God» (Ephesians 2:19)""",False
GD_BM_2003_T.xml,men,The First Presidency,"""The Family: A Proclamation to the World,"" Ensign, Nov. 1995, 102","""individuals who violate covenants of chastity, who abuse spouse or offspring, or who fail to fulfill family responsibilities will one day stand accountable before God""",False
GD_BM_2003_T.xml,men,The First Presidency,"""Policies and Announcements,"" Ensign, Mar. 1983, 79","""Keep in mind that this is the Church of Jesus Christ; please emphasize that fact in making contacts with others. . . . We feel that some may be misled by the too frequent use of the term «Mormon Church»""",False
GD_BM_2003_T.xml,men,Vincenzo di Francesca,"""I Will Not Burn the Book!"" Ensign, Jan. 1988, 18–21.","""I read and reread, twice and twice again, and I found it fit to say that the book was a fifth gospel of the Redeemer,"" | ""At the end of the day, I locked the door of my room, knelt with the book in my hands, and read chapter ten of the book of Moroni. I prayed to God, the Eternal Father, in the name of his son, Jesus Christ, to tell me if the book were of God, if it were good and true, and if I should mix its words with the words of the four gospels in my preaching. ¶ I felt my body become cold as the wind from the sea. Then my heart began to palpitate, and a feeling of gladness, as of finding something precious and extraordinary, bore consolation to my soul and left me with a joy that human language cannot find words to describe. I had received the assurance that God had answered my prayer and that the book was of greatest benefit to me and to all who would listen to its words.""",True
GD_DC_2003_T.xml,men,A missionary,,"""A power went through me at that moment and I knew why I had always kept the Word of Wisdom. I am grateful that when I came to that moment in my life, I was able to bear a strong testimony of the importance of the Word of Wisdom because I had always been obedient to it.""",False
GD_DC_2003_T.xml,men,Asael Smith,"Joseph Fielding Smith, Essentials in Church History, 27th ed. [1974], 25","""It has been borne in upon my soul that one of my descendants will promulgate a work to revolutionize the world of religious faith""",False
GD_DC_2003_T.xml,men,Boyd K. Packer,"Ensign, Nov. 1986, 17","""True doctrine, understood, changes attitudes and behavior""",False
